City,PM2.5,PM10,NO2,CO,O3,AQI,Year
Bengaluru,21.1,346.674,7.98,29,9.86,129,2015
Bengaluru,16.64,388.726,7.44,29.16,6.76,128,2015
Bengaluru,14.99,236.46,6.61,34.69,6.11,217,2015
Bengaluru,20.21,84.708,14.73,35.05,5.86,277,2015
Bengaluru,18.04,142.68,13.63,16.67,10.04,176,2015
Bengaluru,20.8,94.876,17.39,9.03,7.48,206,2015
Bengaluru,15.35,84.708,19.5,14.55,5.93,238,2015
Bengaluru,27.31,121.678,19.73,21.83,3.75,229,2015
Bengaluru,32.13,132.008,17.92,9.91,4.3,236,2015
Bengaluru,23.26,97.82,34.35,1.31,3.41,92,2015
Bengaluru,17.9,58.366,17.51,11.68,3.44,100,2015
Bengaluru,10.99,35.126,15.97,1.14,3.35,97,2015
Bengaluru,12.9,127.144,11.64,26.54,3.86,59,2015
Bengaluru,22.29,44.872,15.11,1.16,4.72,96,2015
Bengaluru,20.06,38.552,16.49,4.29,6.26,123,2015
Bengaluru,17.38,70.27,12.18,1.43,7.65,77,2015
Bengaluru,14.67,34.38,20.81,2.4,4.84,57,2015
Bengaluru,18.96,55.048,21.16,1.96,4.19,63,2015
Bengaluru,20.56,113.386,13.86,9.97,12.64,174,2015
Bengaluru,17.27,43.952,5.53,2.76,12.65,121,2015
Bengaluru,23.42,411.146,6.47,5.77,17.22,92,2015
Bengaluru,24.9,349.56,7.25,5.26,13.62,81,2015
Bengaluru,23.54,61.388,9.49,1.19,11.57,43,2015
Bengaluru,24.49,127.418,12.59,1.42,14.5,52,2015
Bengaluru,26.16,89.824,15.89,1.76,10.98,72,2015
Bengaluru,27.38,78.308,17.6,1.47,38.49,73,2015
Bengaluru,18.38,85.276,11.7,22.81,17.742,208,2015
Bengaluru,16.34,104.036,12,9.83,21.21,179,2015
Bengaluru,22.47,38.368,10.95,1.78,12.62,93,2015
Bengaluru,29.6,273.084,11.14,13.22,5.34,60,2015
Bengaluru,15.21,31.32,12.29,1.2,5.01,65,2015
Bengaluru,18.09,41.366,13.42,3.19,5.48,60,2015
Bengaluru,16.68,167.51,13.1,22.32,17.12,167,2015
Bengaluru,12.24,212.006,11.85,19.24,13.22,141,2015
Bengaluru,14.99,119.986,12.44,18.85,12.68,175,2015
Bengaluru,11.75,39.39,11.66,1.06,5.72,41,2015
Bengaluru,11.47,280.854,12.06,18.66,14.33,81,2015
Bengaluru,10.93,56.984,9.78,1.7,10.45,52,2015
Bengaluru,13.18,76.81,8.71,1.01,21.33,31,2015
Bengaluru,13.47,199.316,8.98,8.24,10.94,144,2015
Bengaluru,7.32,52.72,9.42,1.27,11.51,64,2015
Bengaluru,16.51,41.922,15.32,2.15,15.34,51,2015
Bengaluru,28.38,97.96,22.83,2.21,20.63,82,2015
Bengaluru,27.74,97.874,27.93,2.13,21.96,85,2015
Bengaluru,29.1,102.568,22.47,2.39,16.37,89,2015
Bengaluru,17.48,43.238,21.03,3.05,49.22,139,2015
Bengaluru,14.95,61.336,17.22,2.68,9.51,157,2015
Bengaluru,27.29,86.058,20.53,2.26,12.01,155,2015
Bengaluru,19.98,42.334,30.35,2,18.48,94,2015
Bengaluru,31.36,85.56,33.02,2.09,20.18,100,2015
Bengaluru,35.5,63.542,31.34,2.71,14.05,117,2015
Bengaluru,26.25,69.23,30.71,1.95,12.61,136,2015
Bengaluru,22.3,64.292,26.84,1.82,42.882,96,2015
Bengaluru,13.97,31.852,19.24,1.67,18.98,101,2015
Bengaluru,9.63,28.052,16.51,2.21,12.67,128,2015
Bengaluru,28.7,113.538,23.13,1.96,10.81,92,2015
Bengaluru,35.04,91.998,19.67,1.7,15.74,98,2015
Bengaluru,15.82,39.784,19.92,1.63,11.29,102,2015
Bengaluru,12.14,34.332,19.19,1.21,12.96,69,2015
Bengaluru,14.44,32.864,20.31,1.54,14.01,54,2015
Bengaluru,12.01,56.944,21.36,2.66,10.22,101,2015
Bengaluru,10.02,58.646,19.3,3.38,9.49,110,2015
Bengaluru,17.14,43.952,27.34,1.72,8.84,54,2015
Bengaluru,25.65,114.888,38.97,1.62,9.81,77,2015
Bengaluru,31.78,132.848,58.6,2.5,11.44,144,2015
Bengaluru,46.63,77.64,71.63,1.47,11.97,90,2015
Bengaluru,49.23,69.314,51.64,2.12,11.33,98,2015
Bengaluru,40.76,68.134,33.93,6.11,13.38,173,2015
Bengaluru,31.18,147.016,37.25,3.03,8.33,140,2015
Bengaluru,42.02,134.174,27.41,1.5,6.43,76,2015
Bengaluru,43.32,98.136,22.4,3.91,13.06,164,2015
Bengaluru,42.64,72.076,21.57,1.14,14.4,88,2015
Bengaluru,55.94,64.818,24.25,1.31,33.92,97,2015
Bengaluru,51,113.038,28.3,1.12,42.29,110,2015
Bengaluru,45.13,86.166,26.15,1.06,41.37,89,2015
Bengaluru,38.26,65.352,20.74,0.722,43.11,81,2015
Bengaluru,47.1,77.468,26.73,1.19,32.67,74,2015
Bengaluru,42.92,110.008,32,8.22,32.4,157,2015
Bengaluru,36.44,78.426,24.21,1.18,26.35,95,2015
Bengaluru,29.17,77.12,22.68,1.15,15.59,70,2015
Bengaluru,31.78,104.474,15.26,3.63,17.27,110,2015
Bengaluru,25.77,83.194,23.3,2.63,14.45,191,2015
Bengaluru,29.89,84.188,15.14,1.13,11.56,49,2015
Bengaluru,28.56,81,18.2,1.36,12.65,54,2015
Bengaluru,31.05,105.96,20.58,1.34,11.62,58,2015
Bengaluru,43.1,109.538,12.07,3.56,19.13,65,2015
Bengaluru,30.36,103.42,17.33,1.24,10.93,70,2015
Bengaluru,37.22,96.624,13.89,1.21,8.07,67,2015
Bengaluru,31.44,70.46,15.85,1.22,17.98,60,2015
Bengaluru,31.4,134.572,15.33,0.582,23.72,56,2015
Bengaluru,34.92,53.328,10.21,0.406,32.86,59,2015
Bengaluru,12.63,43.64,6.81,1.48,41.66,51,2015
Bengaluru,48.94,71.794,8.59,1.07,23.3,49,2015
Bengaluru,63.69,182.07,8.2,1.82,18.98,146,2015
Bengaluru,28.22,153.3,21.5,2.09,34.32,61,2015
Bengaluru,42.42,156.84,29.94,1.56,31.35,130,2015
Bengaluru,42.23,59.94,18.86,1.64,34.8,99,2015
Bengaluru,16.03,16.77,18.34,1.61,35.48,91,2015
Bengaluru,44.522,8.22,16.2,1.6,37.446,116,2015
Bengaluru,19.32,16.42,15.47,1.99,41.29,126,2015
Bengaluru,21.99,39.86,16.44,1.73,9.98,103,2015
Bengaluru,13.89,31.44,12.14,1.72,4.56,74,2015
Bengaluru,16.06,24.35,13.13,0.94,30.68,66,2015
Bengaluru,16.97,15.69,10.57,0.83,26.14,61,2015
Bengaluru,19.66,36.84,16.37,1.35,4.09,75,2015
Bengaluru,20.35,33.97,20.64,1.36,7.77,85,2015
Bengaluru,34.39,36.29,28.8,2.48,14.63,141,2015
Bengaluru,43.91,43.65,29.33,1.52,14.8,90,2015
Bengaluru,44.14,112.78,26.64,2.18,25.57,126,2015
Bengaluru,44.94,114.34,28.1,2.3,29.1,147,2015
Bengaluru,29.35,75.79,21.21,1.55,29.03,87,2015
Bengaluru,15.34,53.7,22.22,1.13,8.84,56,2015
Bengaluru,14.18,55.71,25.86,1.63,9.89,88,2015
Bengaluru,13.36,33.82,24.04,1.7,8.15,67,2015
Bengaluru,19.86,72.72,33.56,1.47,9.51,74,2015
Bengaluru,28.35,102.15,32.95,2.03,21.38,105,2015
Bengaluru,25.04,89.26,33.02,1.72,26.44,103,2015
Bengaluru,29.12,109.332,25.17,1.09,43.98,54,2015
Bengaluru,41.16,85.25,34.42,1.88,27.26,65,2015
Bengaluru,46.33,82.86,44.41,1.81,19.1,102,2015
Bengaluru,48.01,78.58,39.78,1.84,6.32,94,2015
Bengaluru,35.48,58.04,35.58,1.92,3.36,86,2015
Bengaluru,32.95,79.07,41.05,2.07,2.3,89,2015
Bengaluru,50.19,73.43,57.62,1.78,2.33,99,2015
Bengaluru,34.57,64.09,42.88,1.68,2.16,92,2015
Bengaluru,52.06,56.71,27.66,1.33,1.87,85,2015
Bengaluru,39.67,100.76,22.28,1.44,1.83,83,2015
Bengaluru,50.47,56.41,37.1,1.93,6.68,92,2015
Bengaluru,41.04,62.41,40.72,1.55,17.03,95,2015
Bengaluru,56.62,85.88,57.36,2.67,17.28,103,2015
Bengaluru,42.57,78.99,49.4,2.08,17.37,105,2015
Bengaluru,60.44,65.74,43.97,1.44,20.05,97,2015
Bengaluru,48.4,72.52,53.53,1.18,21.95,102,2015
Bengaluru,49.54,84.48,65.66,1.32,20,104,2015
Bengaluru,49.42,74.68,55.38,1.62,24.06,96,2015
Bengaluru,61.58,81.49,56.16,1.29,36.04,114,2015
Bengaluru,68.48,81.97,51.22,1.25,40.78,110,2015
Bengaluru,57.15,63.84,42.79,1.2,41.39,109,2015
Bengaluru,76.35,76.37,42.69,1.54,59.62,115,2015
Bengaluru,85.66,83.91,56.3,1.77,59.5,149,2015
Bengaluru,49.06,73.13,54.12,1.58,31.55,122,2015
Bengaluru,48.16,74,59.75,0.85,31,91,2015
Bengaluru,71.06,74.39,61.97,1.49,36.94,131,2015
Bengaluru,56.4,95.08,51.73,0.69,55.96,101,2016
Bengaluru,53.69,93.92,73.09,0.76,34.06,92,2016
Bengaluru,62.35,99.34,77.77,0.96,47.62,108,2016
Bengaluru,64.96,104.62,77.07,0.89,50.62,109,2016
Bengaluru,70.15,105.12,79.43,0.85,36.94,114,2016
Bengaluru,68.22,91.74,68.5,0.93,45.98,121,2016
Bengaluru,68.74,74.3,53.25,0.79,23.19,116,2016
Bengaluru,67.9,62.77,51.09,0.66,8.59,117,2016
Bengaluru,79.8,74.11,64.04,0.79,10.66,143,2016
Bengaluru,76.18,63.19,46.46,0.8,14.39,168,2016
Bengaluru,61.48,53.24,39.43,0.78,19.51,122,2016
Bengaluru,73.5,96.422,39.55,1.3,21.45,122,2016
Bengaluru,70.78,160,55.91,1.02,24.48,146,2016
Bengaluru,75.01,172.02,70.58,0.84,22.94,152,2016
Bengaluru,42.84,160.87,50.76,0.78,25.71,119,2016
Bengaluru,77.23,235.32,83.2,1.02,22.72,130,2016
Bengaluru,68.98,149.82,110.24,0.78,17.73,253,2016
Bengaluru,73.89,133.08,77.38,0.97,20.92,219,2016
Bengaluru,75.45,113.92,72.62,0.98,23.09,146,2016
Bengaluru,78.07,122.54,45.06,0.97,17.64,170,2016
Bengaluru,53.45,62.27,34.63,0.93,20.57,117,2016
Bengaluru,63.58,150.78,41.69,1.15,22,113,2016
Bengaluru,57.91,133.63,29.72,1.08,11.02,146,2016
Bengaluru,41.36,92.58,35.97,0.99,15.4,102,2016
Bengaluru,51.7,121.42,51.13,1.23,18.12,98,2016
Bengaluru,54.34,108.47,45.69,1.04,26.95,104,2016
Bengaluru,54.33,76.37,41.42,1.05,17.6,91,2016
Bengaluru,84.84,50.03,36.42,1.16,17.21,118,2016
Bengaluru,87.02,83.23,36.39,1.12,26.32,175,2016
Bengaluru,71.42,130.22,37.09,1.21,23.31,149,2016
Bengaluru,119.16,218.27,48.59,1.32,23.3,183,2016
Bengaluru,84.45,158.01,55.88,1.85,17.17,184,2016
Bengaluru,76.8,159.14,55.92,1.39,15.86,156,2016
Bengaluru,75.57,193.59,62.78,1.9,25.77,153,2016
Bengaluru,74.6,152.36,49.76,1.6,28.21,141,2016
Bengaluru,72.11,121.86,49.34,1.37,31.13,139,2016
Bengaluru,63.42,169.11,45.84,1.81,32.4,154,2016
Bengaluru,82.78,351.51,84.52,3.28,37.66,199,2016
Bengaluru,75.98,154.26,46.99,1.59,31.18,182,2016
Bengaluru,85.33,223.57,59.41,2.19,35.63,175,2016
Bengaluru,84.32,256.75,46.66,2.2,49.77,191,2016
Bengaluru,91.95,190.47,45.44,2.06,58.94,203,2016
Bengaluru,83.66,164.48,49.77,1.7,67.3,154,2016
Bengaluru,85.96,146.45,56.54,1.69,63.27,160,2016
Bengaluru,62.08,113.87,43.41,1.46,57.1,136,2016
Bengaluru,56.57,100.3,35.08,1.73,37.83,107,2016
Bengaluru,42.58,108.68,23.5,1.51,31.32,88,2016
Bengaluru,49.6,145.32,24.34,1.66,25.02,105,2016
Bengaluru,54.56,138.17,19.86,1.51,29.33,111,2016
Bengaluru,44.26,146.23,26.16,1.51,42.53,117,2016
Bengaluru,53.12,116.89,30.94,1.47,36.37,113,2016
Bengaluru,57.32,107.54,34.98,1.45,49.63,115,2016
Bengaluru,90.07,127.67,32.23,1.57,38.32,145,2016
Bengaluru,134.69,142.12,32.14,1.12,42.23,177,2016
Bengaluru,110.05,100.07,38.67,0.94,59.43,198,2016
Bengaluru,66.98,100.6,37.3,0.73,64.9,165,2016
Bengaluru,51.96,102.39,28.51,0.94,37.26,124,2016
Bengaluru,36.28,98.29,41.88,0.81,30.33,88,2016
Bengaluru,35.63,115.9,47.36,0.79,29.08,88,2016
Bengaluru,41.64,144.04,30.64,1.01,39.28,105,2016
Bengaluru,39.21,154.64,42.55,0.84,37.68,118,2016
Bengaluru,42.17,134.78,33.44,0.56,31.99,132,2016
Bengaluru,54.91,148.57,31.09,0.58,49.42,121,2016
Bengaluru,54.04,137.04,38.09,0.62,42.21,136,2016
Bengaluru,55.72,132.73,31.96,1.68,38.54,153,2016
Bengaluru,45.98,120.86,22.73,0.77,49.65,135,2016
Bengaluru,43.69,120.32,24.23,0.58,45.07,111,2016
Bengaluru,44.74,122.4,41.83,1.41,49.67,135,2016
Bengaluru,51.06,150.19,47.14,0.97,38.62,123,2016
Bengaluru,53.1,161.1,43.2,1.51,35.52,146,2016
Bengaluru,60.7,173.24,36.11,1.03,40,155,2016
Bengaluru,59.53,163.88,26.64,0.86,58.17,144,2016
Bengaluru,64.29,144.67,21.86,0.57,68.09,149,2016
Bengaluru,67.65,148.74,33.09,0.79,77.42,158,2016
Bengaluru,68.48,144.33,36.46,1.28,47.78,175,2016
Bengaluru,76.33,144.2,39.12,1.19,98.66,139,2016
Bengaluru,72.22,151.36,25.76,0.89,39.82,145,2016
Bengaluru,60.58,194,18.32,0.96,35.81,151,2016
Bengaluru,98.29,206.35,32.29,1.22,33.32,158,2016
Bengaluru,239.54,189.8,14.6,1.2,30.12,253,2016
Bengaluru,121.43,164.52,59.53,0.91,56.77,264,2016
Bengaluru,66.36,190.04,62.46,0.98,43.14,155,2016
Bengaluru,29.73,186.28,46.26,0.52,49.68,137,2016
Bengaluru,34.49,180.42,34.43,0.92,46.87,119,2016
Bengaluru,32.59,183.03,28.33,0.9,55.02,137,2016
Bengaluru,56.05,165.97,29.32,2.11,57.03,149,2016
Bengaluru,63.5,175.45,30.19,0.82,89.88,156,2016
Bengaluru,57.92,157.8,35.15,0.86,48.81,123,2016
Bengaluru,48.28,162.1,23.54,0.87,40.43,118,2016
Bengaluru,42.65,142.17,25.51,0.86,35.06,107,2016
Bengaluru,50.78,156.52,32.46,0.82,44.42,111,2016
Bengaluru,49.33,150.05,35.55,0.87,38.74,106,2016
Bengaluru,51.78,159.41,36.29,0.62,34.73,112,2016
Bengaluru,53.54,157.92,26.49,1,34.38,110,2016
Bengaluru,54.8,165.25,39.97,0.85,26.66,114,2016
Bengaluru,49.84,215.52,50.15,1.11,29.98,118,2016
Bengaluru,63.16,254.77,52.29,1.18,43.57,154,2016
Bengaluru,46.24,208.97,17.79,1.19,67.46,179,2016
Bengaluru,34.18,318.02,17.37,1.03,58.76,102,2016
Bengaluru,33.01,152.78,38.54,1.13,53.57,170,2016
Bengaluru,31.3,144.68,19.45,1.03,62.4,112,2016
Bengaluru,31.68,159.23,19.05,1.86,58.82,138,2016
Bengaluru,36.98,177.82,14.71,1.25,74.34,121,2016
Bengaluru,36.88,159.45,30.43,0.81,60.73,118,2016
Bengaluru,35.46,224.24,31.64,1.08,109.97,171,2016
Bengaluru,35.31,196.65,18.99,1.07,76.46,156,2016
Bengaluru,34.85,171.26,10.08,1.02,67.25,140,2016
Bengaluru,36.9,145.98,9.89,0.78,77.75,114,2016
Bengaluru,38.81,158.75,16.09,1.37,49.33,138,2016
Bengaluru,34.65,134.47,12.86,1.87,50.77,137,2016
Bengaluru,31.89,160.06,19.53,1.65,62.54,134,2016
Bengaluru,33.61,168.98,13.97,0.64,65.97,119,2016
Bengaluru,34.83,130.54,10.21,0.94,48.47,98,2016
Bengaluru,39.01,107.52,19.84,0.98,49.78,107,2016
Bengaluru,39.53,92.73,19.55,2.09,47.44,150,2016
Bengaluru,37.17,103.22,16.25,0.71,47.77,94,2016
Bengaluru,39.88,68.46,21.35,0.72,56.94,85,2016
Bengaluru,32.59,56.09,22.96,1.53,43.48,115,2016
Bengaluru,47.42,54.05,22.55,0.6,39.29,74,2016
Bengaluru,48.78,58.28,23.05,0.67,47.83,88,2016
Bengaluru,46.6,59.08,20.19,0.82,53.75,86,2016
Bengaluru,35.86,63.4,23.12,0.49,74.38,87,2016
Bengaluru,39.87,63.61,28.17,0.62,68.49,99,2016
Bengaluru,40.79,63.42,43.48,0.6,46.14,80,2016
Bengaluru,57.96,56.57,32.02,0.55,45.77,102,2016
Bengaluru,46,58.14,34.28,0.66,40.96,76,2016
Bengaluru,23.99,35.12,19.03,1.15,95.21,59,2016
Bengaluru,27.21,44.02,34.02,0.69,53.32,67,2016
Bengaluru,26.43,42.02,75.84,0.6,52.09,107,2016
Bengaluru,20.46,34.82,26.1,0.6,58.13,95,2016
Bengaluru,32.5,230.2,20.91,0.99,50.62,72,2016
Bengaluru,57.81,50.58,12.56,0.88,45.59,91,2016
Bengaluru,31.19,54.8,14.44,0.67,54.95,88,2016
Bengaluru,34.06,45.82,10.89,0.72,70.86,86,2016
Bengaluru,33.05,52.87,31.46,0.61,53.86,78,2016
Bengaluru,28.39,46.27,11.86,0.46,41.46,65,2016
Bengaluru,27.01,39.39,18.35,0.91,22.93,50,2016
Bengaluru,36.67,42.55,21.65,0.61,20.18,74,2016
Bengaluru,27.51,41.15,23.46,0.47,20.14,47,2016
Bengaluru,28.47,29.97,5.53,0.56,32.59,46,2016
Bengaluru,22.27,33.48,10.54,0.52,30.79,48,2016
Bengaluru,42.52,41.96,8.91,0.42,29.76,35,2016
Bengaluru,152.94,43.16,9.86,1.08,27.96,83,2016
Bengaluru,28.65,52.72,11.01,0.78,32.6,173,2016
Bengaluru,25.75,40.98,6.83,0.42,31.86,50,2016
Bengaluru,70.492,32.45,8.52,0.43,23.572,37,2016
Bengaluru,60.456,34.84,8.02,0.49,25.594,33,2016
Bengaluru,75.472,39.88,7.12,0.43,27.976,38,2016
Bengaluru,80.542,36.26,7.81,0.43,23.884,38,2016
Bengaluru,55.7,19.21,7.3,0.49,25.594,27,2016
Bengaluru,35.98,29.59,14.57,0.76,22.492,26,2016
Bengaluru,27.6,32.09,25.1,0.65,30.648,47,2016
Bengaluru,17.15,26.07,31.6,0.4,49.096,49,2016
Bengaluru,17.71,21.58,18.64,0.43,42.72,43,2016
Bengaluru,176.542,33.69,10.15,0.39,23.414,29,2016
Bengaluru,111.5,28.67,10.81,0.41,22.744,30,2016
Bengaluru,69.616,32.38,9.08,0.36,26.512,33,2016
Bengaluru,34.974,21.86,8.56,0.33,24.65,26,2016
Bengaluru,69.616,20.31,11.68,0.36,30.04,23,2016
Bengaluru,62.41,19.38,9.28,0.34,25.556,20,2016
Bengaluru,145.826,19.97,10.05,0.37,19.156,20,2016
Bengaluru,137.93,21.74,10.14,0.35,26.31,20,2016
Bengaluru,69.616,24.12,8.84,0.34,22.876,23,2016
Bengaluru,48.048,23.79,9.8,0.34,36.94,26,2016
Bengaluru,73.468,23.6,12.82,0.41,21.868,23,2016
Bengaluru,127.566,38.42,14.43,0.4,22.86,26,2016
Bengaluru,71.428,27.07,10.93,0.34,23.676,40,2016
Bengaluru,33.9,48.51,18.94,0.97,14.93,28,2016
Bengaluru,31.98,80.7,20.46,3.8,9.69,156,2016
Bengaluru,26.77,105.43,15.29,4.02,11.99,195,2016
Bengaluru,27.61,72.63,21.69,2.12,10.92,137,2016
Bengaluru,28.24,194.62,15.81,0.47,20.96,71,2016
Bengaluru,29.83,23.86,17.61,0.33,31.87,77,2016
Bengaluru,19,15.46,16.91,1.61,53.33,143,2016
Bengaluru,15.04,23.51,17.15,5.43,65.62,181,2016
Bengaluru,67.47661344,118.4544354,28.97839078,2.345266953,34.91288525,31,2016
Bengaluru,16.54,48.92,26.15,3.02,45.27,33,2016
Bengaluru,27.23,34.13,23.71,3.63,38.45,151,2016
Bengaluru,115.98,17.1,24.19,2.48,39.09,174,2016
Bengaluru,13.95,48.92,20.42,3.55,39.53,154,2016
Bengaluru,25,35.36,19.59,5.62,44.86,208,2016
Bengaluru,31.8,9.93,15.96,6.28,51.84,192,2016
Bengaluru,17.36,30.52,20.82,7.87,42.29,238,2016
Bengaluru,19.4,112.27,23.11,4.04,33.37,160,2016
Bengaluru,18.36,57.25,19.9,2.27,35.67,83,2016
Bengaluru,17.26,42.66,13.18,0.42,28.582,56,2016
Bengaluru,15.02,33.56,13.05,1.28,24.132,141,2016
Bengaluru,63.396,49.66,18.6,0.57,29.262,43,2016
Bengaluru,61.144,51.22,15.69,0.46,23.584,65,2016
Bengaluru,8.98,27.9,8.98,0.38,48.324,30,2016
Bengaluru,75.062,51.32,13.36,0.53,36.486,40,2016
Bengaluru,61.426,41.88,11.15,1.51,31.408,54,2016
Bengaluru,71.71,40.21,7.84,0.55,29.542,41,2016
Bengaluru,54.608,52.13,14.43,0.61,19.302,42,2016
Bengaluru,27.536,39.43,23.36,1.48,35.204,54,2016
Bengaluru,71.62,33.87,33.33,0.69,28.688,61,2016
Bengaluru,34.298,42.24,20.74,0.74,20.988,70,2016
Bengaluru,218.17,30.53,10.49,2.63,46.13,62,2016
Bengaluru,55.51,25.62,10.06,5.8,36.14,308,2016
Bengaluru,109.702,56.61,20.88,0.51,26.922,82,2016
Bengaluru,22.79,147.472,3,0.732,31.216,36,2016
Bengaluru,17,97.59,10.29,0.91,40.494,36,2016
Bengaluru,22.19,46.72,16.14,0.53,36.578,55,2016
Bengaluru,8.74,62.96,10.3,0.47,25.734,58,2016
Bengaluru,18.9,138.45,30.71,0.83,41.608,37,2016
Bengaluru,17.54,69.17,30.36,0.58,53.048,72,2016
Bengaluru,20.06,95.02,9.27,0.69,35.31,33,2016
Bengaluru,19.91,77.41,18.42,0.63,29.08,53,2016
Bengaluru,14.66,51.42,17.36,0.45,25.152,64,2016
Bengaluru,25.09,346.688,8.97,45.96,16.55,46,2016
Bengaluru,21.94,305.054,8.83,47.93,18.87,37,2016
Bengaluru,21.57,97.04,14.87,3.59,19.82,38,2016
Bengaluru,14.38,61.19,12.56,3.34,21.54,49,2016
Bengaluru,101.09,55.19,12.41,0.56,20.49,71,2016
Bengaluru,33.05,83.6,16.2,1.59,20.28,229,2016
Bengaluru,39.14,63.13,15.46,0.52,21.74,68,2016
Bengaluru,41.43,18.46,18.34,0.47,26.26,64,2016
Bengaluru,100.39,13.98,21.01,0.49,26.14,62,2016
Bengaluru,56.45,11.73,17.24,0.41,28.1,66,2016
Bengaluru,35.4,29.35,15.82,0.22,22.79,45,2016
Bengaluru,43.43,77.31,16.31,0.38,25.25,66,2016
Bengaluru,34.99,73.18,17.43,0.41,23.74,71,2016
Bengaluru,15.02,62.79,18.74,0.59,26.6,75,2016
Bengaluru,29.31,51.59,23.2,0.39,25.06,62,2016
Bengaluru,19.65,66.91,22.46,0.55,25.17,77,2016
Bengaluru,6.82,58.75,42.15,0.31,34.16,48,2016
Bengaluru,27.16,59.6,20.93,0.77,28.48,47,2016
Bengaluru,27.9,33.7,20.47,0.38,21.22,57,2016
Bengaluru,35.17,51.69,19.08,0.42,20.34,49,2016
Bengaluru,37.57,46.28,22.32,0.48,21.4,57,2016
Bengaluru,23.25,72.41,21.96,0.48,22.36,74,2016
Bengaluru,31.08,74.7,19.42,0.51,24.83,68,2016
Bengaluru,37.35,59.38,20.08,0.38,22.29,71,2016
Bengaluru,22.49,51.96,25.1,0.3,23.62,55,2016
Bengaluru,37.14,64.32,32.8,0.43,22.96,59,2016
Bengaluru,28.89,53.47,40.9,0.53,24.81,60,2016
Bengaluru,28.25,65.4,59.8,0.5,29.82,55,2016
Bengaluru,56.402,55.92,40.18,0.4,22.77,68,2016
Bengaluru,43.95,68.24,19.99,0.57,28.99,84,2016
Bengaluru,24.72,57.37,21.18,0.36,22.02,64,2016
Bengaluru,73.146,62.86,16.07,0.36,31.99,60,2016
Bengaluru,23.04,48.92,12.98,0.41,44.94,60,2016
Bengaluru,13.59,45.66,21.47,0.52,36.66,60,2016
Bengaluru,11.1,41.09,29.29,0.97,39.12,74,2016
Bengaluru,32.23,57.94,32.53,0.89,22.05,66,2016
Bengaluru,41.01,79.93,25.42,0.8,36.26,70,2016
Bengaluru,30.9,80.19,33.55,0.51,16.27,78,2016
Bengaluru,26.31,49.89,30,0.25,19.1,58,2016
Bengaluru,32.98,44.55,26.31,0.2,16.09,47,2016
Bengaluru,43.4,33.79,26.08,0.38,17.18,40,2016
Bengaluru,32.46,52.66,23.58,0.52,22.04,58,2016
Bengaluru,26.6,103.69,21.48,0.46,16.37,76,2016
Bengaluru,39.41,102.24,29,0.52,10.98,102,2016
Bengaluru,10.22,131.33,33.14,0.43,10.45,84,2016
Bengaluru,16.88,116.82,33.42,0.71,13.28,90,2016
Bengaluru,17.1,105.03,30.5,0.64,14.12,85,2016
Bengaluru,46.14,95.12,26.83,1.08,14.51,83,2016
Bengaluru,55.24,71,26.2,1.13,15.05,114,2016
Bengaluru,75.42,121.03,17.34,0.46,31.09,150,2016
Bengaluru,65.16,100.91,22.49,0.51,43.896,124,2016
Bengaluru,57.842,102.73,30.02,0.61,21.298,104,2016
Bengaluru,109.702,122.73,29.19,0.51,26.922,114,2016
Bengaluru,70.57,112.72,24.24,0.49,25.48,111,2016
Bengaluru,69.14,94.23,20.54,1.45,27.898,101,2016
Bengaluru,54.75,81.36,20.33,0.55,32.982,89,2016
Bengaluru,41.7,139.73,24.67,0.73,26.314,103,2016
Bengaluru,27.31,91.1,25.65,0.56,23,91,2016
Bengaluru,13.51,85.18,27.68,1.11,15.26,83,2016
Bengaluru,18.96,72.83,26.66,0.85,14.68,129,2016
Bengaluru,14.61,70.21,24.16,0.73,15.67,78,2016
Bengaluru,21.3,74.85,28,1.08,15.17,75,2016
Bengaluru,25.15,66.38,31.42,1.97,12.04,141,2016
Bengaluru,24.23,107.87,25.35,0.51,13.14,69,2016
Bengaluru,35.18,154.1,39.16,0.2,21.95,58,2016
Bengaluru,32.41,155.04,47.09,1.661241539,23.11,73,2016
Bengaluru,56.36,182.16,38.07,0.52,4.68,85,2016
Bengaluru,53.43,180.64,33.94,0.73,44.014,183,2016
Bengaluru,44.05,191.47,35.85,1.661241539,41.74,85,2016
Bengaluru,62.36,181.92,38.24,0.37,23.58,75,2016
Bengaluru,62.74,191.9,35.42,1.12,23.86,132,2016
Bengaluru,97.17,195.61,33.75,0.75,10.54,176,2016
Bengaluru,67.85,184.81,38.05,1.2,31.08,184,2016
Bengaluru,58.78,179.79,41.96,1.18,22.16,127,2016
Bengaluru,80.99,224.1,36.1,1.64,22.28,163,2016
Bengaluru,68.17,116.92,44.78,1.16,25.13,164,2016
Bengaluru,59.61,137.68,46.57,0.83,29.54,132,2016
Bengaluru,62.38,123.91,46.43,0.8,44.86,116,2016
Bengaluru,78.74,130.99,44.4,3.1,45.04,174,2016
Bengaluru,60.79,130.15,38.53,2.97,23.8,188,2016
Bengaluru,36.92,95.71,34.8,0.55,21.69,88,2016
Bengaluru,21.2,91.998,30.89,0.28,16.2,51,2016
Bengaluru,31.26,142.2,39.54,0.42,26.39,57,2016
Bengaluru,34.79,111.6,41.17,1.37,25.26,82,2016
Bengaluru,55.92,118.8,37.52,0.85,30.68,88,2016
