City,PM2.5,PM10,NO2,CO,O3,AQI,Year
Jorapokhar,37.77,80.81,10.38,1.28,76.08,140,2020
Jorapokhar,60.69,86.13,11.99,1.28,54.6,127,2020
Jorapokhar,53.4,76.77,11.54,1.11,66.84,110,2020
Jorapokhar,58.71,83.05,11.48,1.23,48.54,117,2020
Jorapokhar,61.12,84.04,10.41,1.08,36.11,98,2020
Jorapokhar,74.26,127.28,10.15,0.97,38.76,149,2020
Jorapokhar,76.23,159.13,10.29,0.88,41.24,136,2020
Jorapokhar,85.15,169.86,9.91,0.95,35.69,187,2020
Jorapokhar,45.71,160.03,10.9,0.71,17.74,146,2020
Jorapokhar,45.54,150.51,10.76,0.83,26.53,138,2020
Jorapokhar,16.54,138.61,10.18,0.75,26.98,128,2020
Jorapokhar,36.21,150.29,10.26,0.84,27.27,129,2020
Jorapokhar,70.46,162.18,10.68,0.75,28.15,139,2020
Jorapokhar,68.23,161.21,10.2,0.72,29.05,142,2020
Jorapokhar,53.62,164.75,11.26,0.62,26.12,144,2020
Jorapokhar,55.68,161.9,10.84,0.66,33.28,141,2020
Jorapokhar,56.15,168.65,10.1,0.75,61.05,144,2020
Jorapokhar,48.21,155.98,10.14,0.96,28.13,142,2020
Jorapokhar,43.84,153.2,9.97,0.71,61.56,170,2020
Jorapokhar,46.69,161.84,10.1,0.72,24.54,145,2020
Jorapokhar,32.79,152.68,10.44,0.61,34.43,139,2020
Jorapokhar,30.4,152.57,11.01,0.49,44.51,145,2020
Jorapokhar,23.9,155.42,11.24,0.53,142.2,236,2020
Jorapokhar,59.924,155.23,12.11,0.47,72.29,168,2020
Jorapokhar,96.254,163.98,11.56,0.47,29.56,141,2020
Jorapokhar,60.03,150.2,10.49,0.37,29.4,138,2020
Jorapokhar,74.178,152.03,11.15,0.38,34.49,132,2020
Jorapokhar,60.298,173.57,10.99,0.47,31.95,146,2020
Jorapokhar,52.094,165.25,10.01,0.5,33.81,142,2020
Jorapokhar,61.758,170.46,10.58,0.45,32.89,148,2020
Jorapokhar,77.752,159.89,11.19,0.33,27.03,143,2020
Jorapokhar,88.524,161.62,10.21,1.55,19.01,140,2020
Jorapokhar,220.838,109.67,9.67,1.83,17.76,129,2020
Jorapokhar,168.886,71.5,10.28,1.89,15.4,105,2020
Jorapokhar,168.886,75.38,10.54,1.78,15.44,106,2020
Jorapokhar,96.97,70.02,10.06,1.57,15.91,107,2020
Jorapokhar,113.382,71.22,11.72,1.45,16.96,99,2020
Jorapokhar,179.212,69.94,10.31,1.5,20.05,99,2020
Jorapokhar,135.894,66.66,10.58,1.39,24.53,94,2020
Jorapokhar,114.906,73.82,10.78,1.41,29.79,98,2020
Jorapokhar,110.822,85.09,11.26,2.03,20.86,110,2020
Jorapokhar,237.642,75.89,10.05,2.28,17.26,114,2020
Jorapokhar,135.858,75.71,11.46,2.13,61.83,120,2020
Jorapokhar,163.352,74.86,11.18,1.91,83.05,180,2020
Jorapokhar,75.588,69.49,11.97,1.68,24.42,103,2020
Jorapokhar,183.686,75.64,9.35,1.99,25.86,110,2020
Jorapokhar,211.112,69.49,10.17,2.14,111.93,242,2020
Jorapokhar,162.426,73.41,11.32,1.73,87.92,203,2020
Jorapokhar,175.586,74.52,10.63,1.87,69.95,156,2020
Jorapokhar,83.22,75.22,11.96,1.65,57.76,135,2020
Jorapokhar,76.67,80.51,10.8,1.68,30.12,107,2020
Jorapokhar,104.31,102.38,14.11,1.67,18.23,86,2020
Kochi,62.48,110.34,55.67,1.33,9.54,110,2020
Kochi,62.87,114.86,60.49,1.44,9.06,111,2020
Kochi,61.76,113.7,67.73,1.34,11.29,144,2020
Kochi,66.76,113.24,58.69,1.36,11.43,197,2020
Kochi,67.99,114.06,57.16,1.31,10.63,179,2020
Kochi,68.04,119.42,56.04,1.38,9.78,167,2020
Kochi,71.79,119.6,59.63,1.4,14.14,159,2020
Kochi,52.43,99.98,54.21,1.36,11.96,153,2020
Kochi,46.71,109.08,53.77,1.32,14.61,185,2020
Kochi,43.87,95.77,63.37,1.13,15.89,151,2020
